ID_Venda,Data,ID_Loja,Localizacao,Canal,Categoria_Produto,Produto,Quantidade,Preco_Unitario,Desconto,ID_Cliente,Idade_Cliente,Genero_Cliente,Feedback
1126,2022-09-13 11:33:31,026,São Paulo,Loja Física,Tênis,Superstar,1,105,4,2125,54,Masculino,Ruim
1127,2022-11-22 12:40:49,027,Rio de Janeiro,Online,Tênis,Ultraboost,1,576,37,2126,50,Outro,Ruim
1128,2022-07-09 17:42:13,028,São Paulo,Loja Física,Camisetas,Camiseta Clássica,4,393,16,2127,27,Masculino,Ótimo
1129,2022-12-30 00:25:57,029,São Paulo,Loja Física,Tênis,NMD,3,310,33,2128,45,Outro,Bom
1130,2022-08-08 03:21:12,030,Porto Alegre,Online,Calças,Calça Casual,3,320,19,2129,62,Masculino,Ruim
1131,2022-10-31 18:45:55,031,São Paulo,Loja Física,Calças,Calça Treino,3,109,43,2130,22,Feminino,Ótimo
1132,2022-06-16 00:02:28,032,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,1,299,22,2131,60,Feminino,Ótimo
1133,2022-03-05 09:03:56,033,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,1,139,45,2132,18,Masculino,Bom
1134,2022-10-08 17:42:29,034,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,4,219,20,2133,47,Feminino,Ótimo
1135,2022-08-29 04:23:44,035,Porto Alegre,Online,Calças,Calça Treino,4,229,46,2134,37,Masculino,Ótimo
1136,2022-01-07 08:13:16,036,Porto Alegre,Online,Camisetas,Camiseta Clássica,1,432,33,2135,15,Outro,Ruim
1137,2022-02-14 13:36:52,037,Belo Horizonte,Loja Física,Calças,Calça Casual,1,214,42,2136,34,Masculino,Ruim
1138,2022-08-14 23:54:42,038,Porto Alegre,Online,Calças,Calça Treino,4,556,8,2137,35,Outro,Bom
1139,2022-11-14 14:38:45,039,Porto Alegre,Online,Camisetas,Camiseta Estampada,1,227,19,2138,50,Masculino,Regular
1140,2022-04-19 09:18:41,040,São Paulo,Loja Física,Camisetas,Camiseta Clássica,1,406,8,2139,63,Masculino,Bom
1141,2022-10-21 08:46:00,041,São Paulo,Online,Calças,Calça Treino,2,513,18,2140,20,Feminino,Ruim
1142,2022-06-08 16:35:10,042,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,4,594,5,2141,35,Outro,Bom
1143,2022-02-23 17:14:35,043,Belo Horizonte,Online,Calças,Calça Casual,3,361,19,2142,24,Masculino,Ótimo
1144,2022-09-26 14:39:08,044,São Paulo,Loja Física,Tênis,NMD,1,278,3,2143,54,Outro,Bom
1145,2022-04-23 07:21:24,045,Belo Horizonte,Online,Calças,Calça Treino,4,62,35,2144,53,Masculino,Ruim
1146,2022-10-09 18:06:56,046,Belo Horizonte,Loja Física,Tênis,Superstar,4,429,38,2145,17,Feminino,Regular
1147,2022-11-10 22:37:42,047,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,3,150,36,2146,64,Feminino,Ruim
1148,2022-12-20 06:00:46,048,Belo Horizonte,Online,Camisetas,Camiseta Estampada,1,544,32,2147,56,Feminino,Ruim
1149,2022-01-07 15:10:10,049,Porto Alegre,Online,Camisetas,Camiseta Estampada,1,270,2,2148,15,Outro,Bom
1150,2022-08-04 10:49:07,050,São Paulo,Online,Tênis,NMD,3,542,7,2149,37,Outro,Ótimo
1151,2022-06-14 00:15:28,051,São Paulo,Loja Física,Calças,Calça Casual,2,254,8,2150,66,Outro,Bom
1152,2022-05-13 01:37:00,052,Belo Horizonte,Online,Calças,Calça Casual,1,195,10,2151,17,Masculino,Regular
1153,2022-07-19 23:17:51,053,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,1,577,33,2152,16,Masculino,Regular
1154,2022-09-14 22:48:21,054,Porto Alegre,Online,Tênis,Ultraboost,1,171,32,2153,17,Feminino,Ruim
1155,2022-09-07 11:31:46,055,Belo Horizonte,Online,Tênis,NMD,2,548,28,2154,42,Masculino,Regular
1156,2022-11-04 18:32:04,056,Belo Horizonte,Loja Física,Tênis,Superstar,1,313,13,2155,40,Feminino,Bom
1157,2022-02-19 21:23:19,057,Rio de Janeiro,Online,Calças,Calça Treino,2,505,8,2156,33,Feminino,Regular
1158,2022-04-26 13:40:43,058,São Paulo,Online,Tênis,Superstar,3,568,1,2157,46,Outro,Ótimo
1159,2022-09-10 22:10:01,059,São Paulo,Loja Física,Camisetas,Camiseta Estampada,1,299,14,2158,34,Masculino,Bom
1160,2022-01-01 22:12:26,060,Rio de Janeiro,Online,Tênis,NMD,4,288,49,2159,44,Outro,Bom
1161,2022-07-14 12:25:54,061,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,1,374,40,2160,21,Feminino,Ótimo
1162,2022-02-26 00:24:35,062,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,2,415,37,2161,23,Masculino,Ótimo
1163,2022-03-08 11:13:43,063,Porto Alegre,Loja Física,Calças,Calça Casual,2,527,40,2162,51,Feminino,Ruim
1164,2022-11-02 05:28:25,064,Belo Horizonte,Online,Camisetas,Camiseta Clássica,4,306,47,2163,43,Outro,Ruim
1165,2022-03-27 19:45:27,065,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,4,528,26,2164,43,Masculino,Regular
1166,2022-08-30 19:13:49,066,Porto Alegre,Online,Tênis,Ultraboost,3,51,16,2165,23,Feminino,Bom
1167,2022-05-17 04:35:10,067,Porto Alegre,Loja Física,Tênis,Ultraboost,1,282,20,2166,61,Outro,Regular
1168,2022-01-10 02:20:38,068,Porto Alegre,Online,Calças,Calça Casual,2,166,24,2167,16,Masculino,Ruim
1169,2022-01-10 05:18:24,069,Rio de Janeiro,Online,Calças,Calça Treino,3,439,35,2168,34,Masculino,Ruim
1170,2022-04-22 09:48:22,070,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,1,207,32,2169,56,Masculino,Ótimo
1171,2022-10-18 23:24:34,071,Porto Alegre,Online,Camisetas,Camiseta Clássica,2,418,21,2170,63,Feminino,Ruim
1172,2022-09-24 09:10:16,072,Belo Horizonte,Online,Calças,Calça Treino,1,99,33,2171,63,Feminino,Ruim
1173,2022-06-26 01:54:17,073,Rio de Janeiro,Online,Calças,Calça Treino,2,336,48,2172,50,Masculino,Ótimo
1174,2022-04-29 04:46:00,074,Porto Alegre,Online,Camisetas,Camiseta Clássica,4,136,28,2173,27,Masculino,Ótimo
1175,2022-07-22 14:20:08,075,Belo Horizonte,Online,Calças,Calça Treino,3,582,37,2174,28,Feminino,Ruim
1176,2022-06-14 02:37:31,076,São Paulo,Online,Camisetas,Camiseta Estampada,4,587,4,2175,47,Outro,Regular
1177,2022-02-25 13:04:42,077,São Paulo,Loja Física,Camisetas,Camiseta Clássica,2,565,26,2176,15,Feminino,Ótimo
1178,2022-01-24 05:57:25,078,Rio de Janeiro,Loja Física,Tênis,Ultraboost,3,354,31,2177,43,Feminino,Ruim
1179,2022-11-17 13:42:55,079,São Paulo,Loja Física,Calças,Calça Treino,4,560,36,2178,56,Feminino,Bom
1180,2022-06-05 08:24:13,080,Porto Alegre,Loja Física,Calças,Calça Casual,3,356,26,2179,29,Outro,Bom
1181,2022-03-19 14:57:38,081,Porto Alegre,Loja Física,Tênis,Superstar,3,396,6,2180,60,Outro,Ótimo
1182,2022-11-27 03:34:16,082,Porto Alegre,Loja Física,Calças,Calça Casual,4,310,20,2181,29,Feminino,Ruim
1183,2022-10-21 09:25:33,083,Porto Alegre,Online,Tênis,Ultraboost,1,593,39,2182,57,Outro,Bom
1184,2022-09-04 17:03:55,084,Rio de Janeiro,Online,Calças,Calça Treino,4,148,36,2183,39,Masculino,Ótimo
1185,2022-11-07 07:06:09,085,Rio de Janeiro,Online,Tênis,Superstar,3,309,4,2184,17,Outro,Regular
1186,2022-12-01 18:57:19,086,Rio de Janeiro,Loja Física,Calças,Calça Treino,4,133,7,2185,62,Outro,Bom
1187,2022-01-30 08:39:16,087,Belo Horizonte,Loja Física,Calças,Calça Casual,3,59,24,2186,45,Feminino,Ótimo
1188,2022-10-22 03:27:52,088,São Paulo,Loja Física,Tênis,Ultraboost,4,129,29,2187,53,Feminino,Ótimo
1189,2022-11-11 03:30:00,089,Belo Horizonte,Online,Calças,Calça Casual,4,434,46,2188,52,Outro,Regular
1190,2022-07-07 01:37:17,090,São Paulo,Online,Calças,Calça Casual,2,530,15,2189,62,Feminino,Ruim
1191,2022-01-01 14:35:42,091,Porto Alegre,Online,Camisetas,Camiseta Estampada,4,581,41,2190,35,Outro,Ruim
1192,2022-07-13 05:30:34,092,São Paulo,Online,Tênis,Ultraboost,3,448,0,2191,57,Outro,Ótimo
1193,2022-09-07 13:16:38,093,São Paulo,Loja Física,Camisetas,Camiseta Clássica,2,123,8,2192,40,Outro,Bom
1194,2022-12-07 00:28:46,094,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,3,320,40,2193,27,Masculino,Ruim
1195,2022-08-06 04:46:00,095,Belo Horizonte,Online,Tênis,Superstar,1,214,43,2194,40,Feminino,Ruim
1196,2022-06-29 16:14:00,096,Rio de Janeiro,Online,Calças,Calça Treino,4,527,24,2195,56,Masculino,Ruim
1197,2022-04-27 18:41:13,097,Belo Horizonte,Loja Física,Tênis,NMD,3,127,25,2196,45,Feminino,Ruim
1198,2022-01-31 12:20:25,098,São Paulo,Loja Física,Calças,Calça Treino,2,599,22,2197,35,Outro,Ruim
1199,2022-08-25 01:37:42,099,Rio de Janeiro,Online,Calças,Calça Casual,4,103,33,2198,21,Feminino,Bom
1200,2022-07-15 10:43:31,100,Porto Alegre,Loja Física,Tênis,NMD,2,552,42,2199,40,Masculino,Regular
1201,2022-07-05 14:11:09,001,Porto Alegre,Online,Camisetas,Camiseta Clássica,2,71,27,2200,29,Feminino,Ruim
1202,2022-12-21 07:25:01,002,Belo Horizonte,Online,Tênis,NMD,2,334,7,2201,26,Masculino,Bom
1203,2022-11-27 12:25:35,003,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,2,92,22,2202,34,Masculino,Ótimo
1204,2022-12-22 13:44:02,004,Belo Horizonte,Online,Camisetas,Camiseta Clássica,2,504,48,2203,58,Outro,Bom
1205,2022-03-16 06:37:06,005,Rio de Janeiro,Online,Calças,Calça Casual,4,388,14,2204,56,Outro,Ótimo
1206,2022-08-31 19:47:49,006,Rio de Janeiro,Loja Física,Tênis,NMD,2,164,17,2205,54,Masculino,Ruim
1207,2022-07-31 09:03:25,007,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,3,351,43,2206,29,Outro,Ótimo
1208,2022-09-17 04:41:00,008,Rio de Janeiro,Online,Tênis,NMD,1,139,6,2207,41,Feminino,Regular
1209,2022-08-06 00:00:12,009,São Paulo,Loja Física,Calças,Calça Treino,2,148,39,2208,49,Outro,Ruim
1210,2022-09-01 06:28:49,010,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,3,378,39,2209,23,Outro,Ruim
1211,2022-03-06 23:44:08,011,Porto Alegre,Online,Calças,Calça Casual,3,435,33,2210,28,Outro,Ótimo
1212,2022-05-29 23:37:44,012,São Paulo,Loja Física,Camisetas,Camiseta Clássica,4,262,35,2211,55,Feminino,Ruim
1213,2022-04-26 04:34:06,013,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,2,490,12,2212,27,Feminino,Ruim
1214,2022-07-26 13:26:18,014,Porto Alegre,Loja Física,Tênis,Ultraboost,1,348,30,2213,69,Feminino,Regular
1215,2022-12-26 21:46:57,015,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,3,492,32,2214,62,Feminino,Bom
1216,2022-11-20 12:27:02,016,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,1,188,11,2215,18,Outro,Ótimo
1217,2022-10-22 10:30:05,017,Belo Horizonte,Online,Camisetas,Camiseta Clássica,1,90,22,2216,28,Outro,Ótimo
1218,2022-05-04 20:03:30,018,Porto Alegre,Online,Tênis,Superstar,4,61,8,2217,67,Feminino,Bom
1219,2022-09-07 04:22:11,019,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,2,120,7,2218,54,Feminino,Ótimo
1220,2022-07-07 09:42:03,020,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,4,447,32,2219,37,Feminino,Regular
1221,2022-05-30 18:59:14,021,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,1,342,21,2220,57,Masculino,Regular
1222,2022-07-27 10:22:11,022,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,4,533,8,2221,62,Masculino,Ótimo
1223,2022-09-20 10:55:03,023,Porto Alegre,Online,Camisetas,Camiseta Clássica,4,456,34,2222,15,Outro,Bom
1224,2022-04-12 07:12:01,024,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,4,57,11,2223,48,Outro,Ótimo
1225,2022-03-08 01:54:23,025,Belo Horizonte,Online,Calças,Calça Treino,3,65,37,2224,20,Feminino,Bom
1226,2022-02-17 05:10:21,026,São Paulo,Loja Física,Camisetas,Camiseta Clássica,3,59,4,2225,33,Masculino,Regular
1227,2022-12-24 00:29:05,027,Porto Alegre,Loja Física,Tênis,Ultraboost,4,513,45,2226,17,Outro,Bom
1228,2022-03-14 04:41:57,028,Porto Alegre,Online,Camisetas,Camiseta Estampada,1,176,39,2227,35,Outro,Regular
1229,2022-10-28 22:12:20,029,Rio de Janeiro,Online,Tênis,Ultraboost,4,355,47,2228,52,Masculino,Ótimo
1230,2022-05-31 21:47:43,030,Rio de Janeiro,Loja Física,Tênis,Ultraboost,2,296,38,2229,56,Outro,Bom
1231,2022-06-15 08:06:43,031,Rio de Janeiro,Online,Tênis,Superstar,1,119,40,2230,41,Outro,Ruim
1232,2022-12-20 21:29:24,032,São Paulo,Online,Tênis,Ultraboost,3,395,19,2231,45,Outro,Bom
1233,2022-03-23 09:51:21,033,São Paulo,Online,Camisetas,Camiseta Clássica,3,501,0,2232,23,Masculino,Bom
1234,2022-10-26 07:07:54,034,Porto Alegre,Loja Física,Calças,Calça Treino,4,573,9,2233,24,Feminino,Regular
1235,2022-09-16 05:06:03,035,Belo Horizonte,Online,Camisetas,Camiseta Clássica,4,60,5,2234,41,Masculino,Ruim
1236,2022-01-09 19:13:59,036,Belo Horizonte,Loja Física,Calças,Calça Casual,3,75,19,2235,47,Feminino,Regular
1237,2022-05-06 22:50:59,037,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,4,478,34,2236,62,Masculino,Ruim
1238,2022-12-29 17:16:34,038,São Paulo,Online,Calças,Calça Casual,1,282,42,2237,18,Feminino,Ótimo
1239,2022-04-23 10:03:32,039,Belo Horizonte,Loja Física,Tênis,NMD,4,289,26,2238,42,Outro,Bom
1240,2022-08-12 19:04:49,040,São Paulo,Loja Física,Calças,Calça Treino,3,525,6,2239,25,Feminino,Bom
1241,2022-12-31 19:38:03,041,Belo Horizonte,Online,Camisetas,Camiseta Estampada,2,509,3,2240,18,Feminino,Bom
1242,2022-01-11 19:49:29,042,São Paulo,Loja Física,Tênis,Ultraboost,1,491,33,2241,16,Feminino,Bom
1243,2022-10-02 23:36:57,043,Rio de Janeiro,Online,Calças,Calça Casual,2,243,40,2242,64,Outro,Ruim
1244,2022-09-11 09:45:12,044,Porto Alegre,Loja Física,Calças,Calça Casual,2,323,16,2243,40,Feminino,Regular
1245,2022-02-12 18:28:16,045,Porto Alegre,Online,Camisetas,Camiseta Estampada,1,441,3,2244,51,Outro,Ruim
1246,2022-02-02 22:15:37,046,São Paulo,Loja Física,Tênis,Ultraboost,3,572,8,2245,64,Masculino,Ruim
1247,2022-12-20 13:42:29,047,Rio de Janeiro,Loja Física,Calças,Calça Casual,1,267,46,2246,26,Feminino,Ótimo
1248,2022-12-24 17:20:35,048,São Paulo,Online,Camisetas,Camiseta Clássica,1,482,20,2247,25,Outro,Ótimo
1249,2022-04-30 21:03:45,049,Belo Horizonte,Online,Tênis,Superstar,3,450,35,2248,15,Feminino,Regular
1250,2022-08-17 14:34:09,050,São Paulo,Loja Física,Calças,Calça Treino,4,105,12,2249,31,Feminino,Ruim
1251,2022-09-02 06:24:38,051,São Paulo,Loja Física,Tênis,Ultraboost,3,244,42,2250,28,Outro,Regular
1252,2022-04-03 05:02:09,052,Rio de Janeiro,Loja Física,Tênis,Ultraboost,4,367,28,2251,33,Feminino,Ótimo
1253,2022-02-11 17:17:10,053,Rio de Janeiro,Online,Calças,Calça Casual,2,349,36,2252,22,Masculino,Ruim
1254,2022-05-25 19:12:00,054,São Paulo,Loja Física,Tênis,Ultraboost,1,219,1,2253,53,Outro,Ótimo
1255,2022-01-14 18:17:48,055,Belo Horizonte,Loja Física,Calças,Calça Casual,3,397,37,2254,29,Outro,Ótimo
1256,2022-03-22 02:06:38,056,Rio de Janeiro,Loja Física,Calças,Calça Treino,4,203,26,2255,58,Outro,Ótimo
1257,2022-10-30 11:06:14,057,Rio de Janeiro,Loja Física,Tênis,NMD,1,218,31,2256,69,Outro,Ruim
1258,2022-04-30 19:47:56,058,Porto Alegre,Loja Física,Calças,Calça Casual,4,391,25,2257,59,Masculino,Bom
1259,2022-12-29 07:36:58,059,São Paulo,Loja Física,Tênis,Superstar,2,368,27,2258,41,Feminino,Ruim
1260,2022-06-05 20:29:44,060,São Paulo,Online,Camisetas,Camiseta Estampada,3,68,8,2259,25,Feminino,Regular
1261,2022-02-09 01:55:11,061,Belo Horizonte,Online,Camisetas,Camiseta Clássica,4,241,27,2260,50,Feminino,Bom
1262,2022-04-07 20:40:27,062,Belo Horizonte,Online,Calças,Calça Treino,3,413,30,2261,41,Masculino,Regular
1263,2022-01-21 18:28:03,063,Rio de Janeiro,Loja Física,Tênis,Superstar,2,224,29,2262,24,Outro,Regular
1264,2022-10-02 00:55:17,064,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,4,250,34,2263,55,Outro,Regular
1265,2022-12-04 00:32:22,065,Porto Alegre,Loja Física,Tênis,NMD,1,269,8,2264,16,Masculino,Bom
1266,2022-10-25 23:50:14,066,Porto Alegre,Online,Tênis,NMD,4,309,16,2265,36,Feminino,Bom
1267,2022-10-07 01:00:06,067,Rio de Janeiro,Online,Tênis,Ultraboost,1,421,19,2266,24,Feminino,Ótimo
1268,2022-07-19 03:13:34,068,São Paulo,Loja Física,Tênis,Ultraboost,1,497,22,2267,35,Outro,Regular
1269,2022-03-11 16:42:42,069,São Paulo,Loja Física,Calças,Calça Casual,1,542,47,2268,60,Outro,Bom
1270,2022-07-01 17:51:52,070,São Paulo,Loja Física,Camisetas,Camiseta Clássica,1,533,0,2269,47,Feminino,Bom
1271,2022-11-05 10:43:59,071,Porto Alegre,Online,Tênis,NMD,4,270,21,2270,63,Masculino,Bom
1272,2022-06-20 01:34:38,072,São Paulo,Loja Física,Calças,Calça Casual,1,236,4,2271,23,Outro,Regular
1273,2022-10-13 13:33:21,073,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,2,246,3,2272,45,Masculino,Ruim
1274,2022-04-23 15:28:09,074,Belo Horizonte,Online,Camisetas,Camiseta Estampada,2,262,3,2273,63,Masculino,Regular
1275,2022-11-23 05:17:48,075,Belo Horizonte,Online,Camisetas,Camiseta Estampada,4,258,47,2274,42,Feminino,Ruim
1276,2022-11-26 09:09:06,076,Belo Horizonte,Loja Física,Tênis,Ultraboost,2,289,15,2275,30,Outro,Ótimo
1277,2022-02-13 14:40:39,077,Belo Horizonte,Loja Física,Tênis,Superstar,1,564,32,2276,67,Feminino,Bom
1278,2022-07-12 21:21:24,078,Belo Horizonte,Online,Camisetas,Camiseta Estampada,4,442,9,2277,40,Outro,Bom
1279,2022-07-01 17:17:59,079,Rio de Janeiro,Loja Física,Tênis,NMD,1,478,6,2278,29,Outro,Ruim
1280,2022-12-02 19:09:59,080,São Paulo,Loja Física,Calças,Calça Casual,4,228,19,2279,58,Outro,Ruim
1281,2022-12-27 10:17:02,081,Rio de Janeiro,Loja Física,Calças,Calça Casual,3,557,33,2280,44,Feminino,Bom
1282,2022-04-25 14:55:37,082,São Paulo,Online,Tênis,Ultraboost,4,286,20,2281,41,Feminino,Ótimo
1283,2022-05-28 06:34:06,083,Porto Alegre,Online,Camisetas,Camiseta Clássica,1,71,40,2282,55,Feminino,Regular
1284,2022-01-23 15:35:28,084,Porto Alegre,Online,Camisetas,Camiseta Clássica,2,524,41,2283,59,Masculino,Ruim
1285,2022-08-02 12:46:47,085,Belo Horizonte,Online,Calças,Calça Treino,4,194,7,2284,43,Masculino,Regular
1286,2022-06-10 14:25:35,086,Porto Alegre,Online,Calças,Calça Casual,4,524,36,2285,26,Feminino,Ruim
1287,2022-08-05 20:01:52,087,Porto Alegre,Loja Física,Calças,Calça Casual,1,50,27,2286,68,Feminino,Ótimo
1288,2022-06-20 23:22:43,088,São Paulo,Loja Física,Camisetas,Camiseta Estampada,4,110,18,2287,65,Masculino,Ótimo
1289,2022-05-29 22:02:13,089,Porto Alegre,Online,Tênis,Superstar,2,455,35,2288,36,Masculino,Ruim
1290,2022-07-19 03:27:31,090,Belo Horizonte,Loja Física,Calças,Calça Treino,3,413,40,2289,62,Masculino,Regular
1291,2022-02-28 11:28:29,091,São Paulo,Online,Calças,Calça Treino,2,388,15,2290,45,Masculino,Bom
1292,2022-07-21 01:23:35,092,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,2,252,36,2291,42,Feminino,Ótimo
1293,2022-11-15 14:24:32,093,Porto Alegre,Online,Tênis,NMD,2,68,42,2292,55,Masculino,Ruim
1294,2022-04-12 03:05:18,094,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,2,472,49,2293,64,Outro,Ótimo
1295,2022-01-12 04:19:09,095,São Paulo,Online,Tênis,Superstar,4,432,45,2294,51,Masculino,Bom
1296,2022-04-20 21:05:40,096,Porto Alegre,Loja Física,Calças,Calça Treino,1,189,27,2295,51,Masculino,Regular
1297,2022-09-04 01:07:53,097,Porto Alegre,Loja Física,Tênis,NMD,3,596,27,2296,62,Feminino,Bom
1298,2022-04-07 08:36:12,098,Porto Alegre,Online,Camisetas,Camiseta Estampada,3,321,31,2297,16,Outro,Regular
1299,2022-11-20 06:27:00,099,Rio de Janeiro,Loja Física,Tênis,Superstar,2,137,47,2298,23,Outro,Regular
1300,2022-03-16 13:51:29,100,Rio de Janeiro,Loja Física,Tênis,Ultraboost,3,243,21,2299,16,Masculino,Ruim
1301,2022-02-17 05:33:36,001,Belo Horizonte,Online,Calças,Calça Casual,1,428,37,2300,26,Feminino,Bom
1302,2022-03-27 18:49:15,002,Belo Horizonte,Loja Física,Calças,Calça Casual,2,380,24,2301,20,Masculino,Ruim
1303,2022-11-15 00:50:57,003,Rio de Janeiro,Online,Tênis,Ultraboost,2,302,5,2302,58,Feminino,Bom
1304,2022-12-11 19:43:26,004,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,1,235,13,2303,63,Feminino,Bom
1305,2022-11-14 23:47:03,005,Belo Horizonte,Online,Tênis,Superstar,2,270,41,2304,35,Feminino,Ruim
1306,2022-02-04 17:52:14,006,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,3,290,21,2305,64,Outro,Regular
1307,2022-01-28 13:52:26,007,São Paulo,Loja Física,Tênis,Superstar,2,344,46,2306,20,Outro,Bom
1308,2022-11-14 02:48:34,008,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,4,351,38,2307,54,Feminino,Bom
1309,2022-02-24 20:36:13,009,Belo Horizonte,Online,Camisetas,Camiseta Estampada,1,128,43,2308,60,Masculino,Regular
1310,2022-03-20 13:40:23,010,Porto Alegre,Online,Camisetas,Camiseta Clássica,1,115,34,2309,49,Outro,Ótimo
1311,2022-12-18 05:27:08,011,Belo Horizonte,Loja Física,Calças,Calça Treino,2,278,9,2310,29,Masculino,Ótimo
1312,2022-02-08 11:58:21,012,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,4,515,0,2311,32,Outro,Regular
1313,2022-02-20 07:42:23,013,Belo Horizonte,Loja Física,Calças,Calça Casual,1,75,31,2312,44,Feminino,Bom
1314,2022-10-14 11:39:02,014,Porto Alegre,Online,Tênis,NMD,1,256,45,2313,21,Masculino,Bom
1315,2022-07-26 00:45:39,015,São Paulo,Online,Camisetas,Camiseta Clássica,4,528,41,2314,23,Outro,Ruim
1316,2022-08-25 13:27:56,016,Porto Alegre,Online,Tênis,Superstar,3,568,19,2315,43,Feminino,Ruim
1317,2022-09-27 09:08:19,017,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,1,453,4,2316,54,Feminino,Regular
1318,2022-10-27 22:15:03,018,São Paulo,Loja Física,Tênis,NMD,4,197,46,2317,49,Masculino,Bom
1319,2022-11-25 09:46:29,019,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,3,80,38,2318,35,Feminino,Ruim
1320,2022-06-29 21:34:35,020,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,4,425,4,2319,62,Feminino,Bom
1321,2022-01-06 23:36:07,021,Belo Horizonte,Online,Calças,Calça Casual,1,527,3,2320,15,Masculino,Bom
1322,2022-01-23 09:46:33,022,São Paulo,Loja Física,Camisetas,Camiseta Clássica,4,391,40,2321,39,Masculino,Regular
1323,2022-10-28 08:00:54,023,São Paulo,Online,Camisetas,Camiseta Estampada,4,216,5,2322,22,Feminino,Regular
1324,2022-11-18 18:53:23,024,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,2,466,11,2323,34,Outro,Bom
1325,2022-03-17 22:49:25,025,Porto Alegre,Loja Física,Tênis,Superstar,4,512,40,2324,59,Outro,Bom
1326,2022-08-12 09:52:11,026,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,2,548,20,2325,48,Masculino,Ruim
1327,2022-05-10 09:06:13,027,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,1,544,29,2326,57,Masculino,Bom
1328,2022-07-05 10:39:53,028,Porto Alegre,Online,Calças,Calça Treino,1,165,43,2327,61,Masculino,Ruim
1329,2022-10-11 13:32:10,029,Porto Alegre,Online,Camisetas,Camiseta Clássica,4,489,26,2328,23,Feminino,Ruim
1330,2022-03-09 04:31:38,030,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,3,63,5,2329,62,Masculino,Bom
1331,2022-05-03 06:26:39,031,Rio de Janeiro,Online,Calças,Calça Treino,3,58,10,2330,43,Feminino,Ruim
1332,2022-06-11 18:41:06,032,São Paulo,Online,Camisetas,Camiseta Estampada,1,481,29,2331,16,Outro,Regular
1333,2022-01-01 14:55:13,033,Belo Horizonte,Online,Tênis,Ultraboost,1,300,6,2332,38,Masculino,Regular
1334,2022-05-08 19:26:26,034,Belo Horizonte,Online,Tênis,NMD,4,179,7,2333,41,Feminino,Bom
1335,2022-07-20 02:41:22,035,Porto Alegre,Online,Tênis,Superstar,2,295,13,2334,21,Outro,Ótimo
1336,2022-08-15 10:33:22,036,Porto Alegre,Online,Calças,Calça Treino,4,519,5,2335,67,Outro,Regular
1337,2022-01-30 22:48:44,037,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,4,444,46,2336,61,Feminino,Ruim
1338,2022-04-01 14:53:20,038,Belo Horizonte,Loja Física,Calças,Calça Casual,3,114,45,2337,53,Feminino,Ruim
1339,2022-04-20 20:23:35,039,Porto Alegre,Online,Tênis,Ultraboost,4,427,16,2338,35,Feminino,Ruim
1340,2022-10-27 21:15:44,040,Rio de Janeiro,Online,Calças,Calça Treino,1,461,25,2339,66,Feminino,Bom
1341,2022-02-04 19:56:34,041,Porto Alegre,Online,Camisetas,Camiseta Estampada,4,184,13,2340,21,Masculino,Regular
1342,2022-06-12 20:23:37,042,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,3,224,27,2341,16,Outro,Ruim
